대상연도,할당여부,업체명,업종명,온실가스 배출량,에너지 사용량,대상연도,최종분류
2017,목표,한국프랜지공업(주) 제2공장,철강,17762 ,363 ,2017,산업
2016,,한국프랜지공업(주) 제2공장,철강,18910 ,387 ,2016,산업
2015,,한국프랜지공업(주) 제2공장,철강,20910 ,428 ,2015,산업
2014,,한국프랜지공업(주) 제2공장,철강,21352 ,437 ,2014,산업
2016,,한국하니소 주식회사,유리.요업,36034 ,695 ,2016,산업
2015,,한국하니소 주식회사,유리.요업,30698 ,586 ,2015,산업
2014,,한국하니소 주식회사,유리.요업,38826 ,737 ,2014,산업
2013,,한국하니소 주식회사,유리.요업,35090 ,672 ,2013,산업
2012,,한국하니소 주식회사,유리.요업,30273 ,581 ,2012,산업
2011,,한국하니소 주식회사,유리.요업,37043 ,672 ,2011,산업
2020,할당,한국항공우주산업(주),산업,49305 ,982 ,2020,산업
2019,할당,한국항공우주산업(주),기계,48354 ,966 ,2019,산업
2018,할당,한국항공우주산업(주),기계,46783 ,939 ,2018,산업
2017,할당,한국항공우주산업(주),기계,48052 ,951 ,2017,산업
2016,,한국항공우주산업(주),기계,47261 ,935 ,2016,산업
2015,,한국항공우주산업(주),기계,44526 ,880 ,2015,산업
2014,,한국항공우주산업(주),기계,40620 ,809 ,2014,산업
2013,,한국항공우주산업(주),기계,40928 ,811 ,2013,산업
2012,,한국항공우주산업(주),기계,38504 ,765 ,2012,산업
2011,,한국항공우주산업(주),기계,35511 ,664 ,2011,산업
2020,목표,한국핵융합에너지연구원,건물,25668 ,528 ,2020,건물
2015,,한남시멘트주식회사,시멘트,43375 ,807 ,2015,산업
2014,,한남시멘트주식회사,시멘트,42974 ,781 ,2014,산업
2013,,한남시멘트주식회사,시멘트,47641 ,854 ,2013,산업
2012,,한남시멘트주식회사,시멘트,40808 ,732 ,2012,산업
2013,,한라비스테온공조(주),자동차,16374 ,334 ,2013,산업
2011,,한라비스테온공조(주),자동차,13777 ,266 ,2011,산업
2020,목표,한라스택폴(주),자동차,16188 ,315 ,2020,산업
2019,목표,한라스택폴(주),자동차,17773 ,347 ,2019,산업
2018,목표,한라스택폴(주),자동차,19202 ,377 ,2018,산업
2017,목표,한라스택폴(주),자동차,19503 ,383 ,2017,산업
2016,,한라스택폴(주),자동차,19341 ,379 ,2016,산업
2015,,한라스택폴(주),자동차,18118 ,369 ,2015,산업
2014,,한라스택폴(주),자동차,17222 ,351 ,2014,산업
2016,,한라시멘트 주식회사,시멘트,5215485 ,29249 ,2016,산업
2015,,한라시멘트 주식회사,시멘트,5382697 ,29881 ,2015,산업
2014,,한라시멘트 주식회사,시멘트,5713431 ,30480 ,2014,산업
2013,,한라시멘트 주식회사,시멘트,5062547 ,26929 ,2013,산업
2012,,한라시멘트 주식회사,시멘트,4808548 ,25432 ,2012,산업
2011,,한라시멘트 주식회사,시멘트,5657777 ,29538 ,2011,산업
2020,할당,한라시멘트주식회사,산업,4699387 ,25189 ,2020,산업
2019,할당,한라시멘트주식회사,시멘트,4994452 ,27256 ,2019,산업
2018,할당,한라시멘트주식회사,시멘트,4757976 ,26978 ,2018,산업
2017,할당,한라시멘트주식회사,시멘트,5526854 ,31198 ,2017,산업
2020,목표,한무쇼핑(주),건물,58989 ,1222 ,2020,건물
2019,목표,한무쇼핑(주),건물,61741 ,1280 ,2019,건물
2018,목표,한무쇼핑(주),건물,59320 ,1232 ,2018,건물
2017,목표,한무쇼핑(주),건물,57742 ,1196 ,2017,건물
2020,목표,한미약품(주),석유화학,70441 ,1389 ,2020,산업
2019,목표,한미약품(주),석유화학,28427 ,577 ,2019,산업
2018,목표,한미약품(주),석유화학,28558 ,579 ,2018,산업
2017,목표,한미약품(주),석유화학,26739 ,542 ,2017,산업
2020,목표,한미정밀화학(주),석유화학,17543 ,399 ,2020,산업
2019,목표,한미정밀화학(주),석유화학,16011 ,360 ,2019,산업
2020,목표,한성운수(주),교통(여객),16376 ,309 ,2020,수송
2019,목표,한성운수(주),교통(여객),16924 ,320 ,2019,수송
2018,목표,한성운수(주),교통(여객),17662 ,333 ,2018,수송
2019,목표,한솔개발(주),건물,15523 ,310 ,2019,건물
2018,목표,한솔개발(주),건물,16037 ,321 ,2018,건물
2017,할당,한솔개발(주),건물,16155 ,321 ,2017,건물
2016,,한솔개발(주),건물,16173 ,319 ,2016,건물
2015,,한솔개발(주),건물,15877 ,312 ,2015,건물
2014,,한솔개발(주),건물,16114 ,318 ,2014,건물
2013,,한솔개발(주),건물,18157 ,358 ,2013,건물
2012,,한솔개발(주),건물,20330 ,399 ,2012,건물
2015,,한솔아트원제지(주),제지,147024 ,3589 ,2015,산업
2014,,한솔아트원제지(주),제지,150375 ,3492 ,2014,산업
2013,,한솔아트원제지(주),제지,156184 ,3741 ,2013,산업
2012,,한솔아트원제지(주),제지,162329 ,3807 ,2012,산업
2011,,한솔아트원제지(주),제지,185435 ,3881 ,2011,산업
2020,할당,한솔제지,산업,928544 ,15753 ,2020,산업
2019,할당,한솔제지,제지,952462 ,16191 ,2019,산업
2018,할당,한솔제지,제지,961375 ,16302 ,2018,산업
2017,할당,한솔제지,제지,966377 ,15342 ,2017,산업
2016,,한솔제지,제지,970444 ,15720 ,2016,산업
2015,,한솔제지,제지,858225 ,12987 ,2015,산업
2014,,한솔제지,제지,830397 ,13259 ,2014,산업
2013,,한솔제지,제지,777927 ,13662 ,2013,산업
2012,,한솔제지,제지,811992 ,15545 ,2012,산업
2011,,한솔제지,제지,910342 ,15270 ,2011,산업
2020,할당,한솔테크닉스(주),산업,8665 ,178 ,2020,산업
2019,할당,한솔테크닉스(주),반도체.디스플레이.전기전자,13643 ,280 ,2019,산업
2018,할당,한솔테크닉스(주),반도체.디스플레이.전기전자,27652 ,569 ,2018,산업
2017,할당,한솔테크닉스(주),반도체.디스플레이.전기전자,23370 ,480 ,2017,산업
2016,,한솔테크닉스(주),반도체.디스플레이.전기전자,27619 ,568 ,2016,산업
2015,,한솔테크닉스(주),반도체.디스플레이.전기전자,32265 ,664 ,2015,산업
2014,,한솔테크닉스(주),반도체.디스플레이.전기전자,32085 ,660 ,2014,산업
2020,할당,한솔페이퍼텍주식회사,산업,107224 ,1168 ,2020,산업
2019,할당,한솔페이퍼텍주식회사,제지,101776 ,1092 ,2019,산업
2018,할당,한솔페이퍼텍주식회사,제지,75043 ,1121 ,2018,산업
2017,할당,한솔페이퍼텍주식회사,제지,114955 ,940 ,2017,산업
2016,,한솔페이퍼텍주식회사,제지,125304 ,1118 ,2016,산업
2015,,한솔페이퍼텍주식회사,제지,117239 ,1017 ,2015,산업
2014,,한솔페이퍼텍주식회사,제지,118210 ,1026 ,2014,산업
2013,,한솔페이퍼텍주식회사,제지,123667 ,2106 ,2013,산업
2012,,한솔페이퍼텍주식회사,제지,127021 ,2129 ,2012,산업
2011,,한솔페이퍼텍주식회사,제지,120465 ,2408 ,2011,산업
2020,목표,한영선재(주),철강,15784 ,315 ,2020,산업
2019,목표,한영선재(주),철강,16873 ,337 ,2019,산업
2020,할당,한온시스템 주식회사,산업,59979 ,1241 ,2020,산업
2019,할당,한온시스템 주식회사,자동차,61379 ,1273 ,2019,산업
2018,할당,한온시스템 주식회사,자동차,68381 ,1415 ,2018,산업
2017,할당,한온시스템 주식회사,자동차,66964 ,1378 ,2017,산업
2016,,한온시스템 주식회사,자동차,66519 ,1368 ,2016,산업
2015,,한온시스템 주식회사,자동차,61595 ,1268 ,2015,산업
2014,,한온시스템 주식회사,자동차,65778 ,1358 ,2014,산업
2012,,한온시스템 주식회사,자동차,64739 ,1346 ,2012,산업
2020,목표,한융금속(주),비철금속,20419 ,324 ,2020,산업
2019,목표,한융금속(주),비철금속,20568 ,323 ,2019,산업
2018,목표,한융금속(주),비철금속,20345 ,319 ,2018,산업
2020,할당,한일시멘트 주식회사,산업,4124303 ,26152 ,2020,산업
2019,할당,한일시멘트 주식회사,시멘트,4374468 ,27694 ,2019,산업
2018,할당,한일시멘트 주식회사,산업,4832090 ,28597 ,2018,산업
2017,할당,한일시멘트 주식회사,시멘트,5517579 ,29809 ,2017,산업
2016,,한일시멘트 주식회사,시멘트,5393086 ,30414 ,2016,산업
2015,,한일시멘트 주식회사,시멘트,4644300 ,26077 ,2015,산업
2014,,한일시멘트 주식회사,시멘트,4825833 ,28445 ,2014,산업
2013,,한일시멘트 주식회사,시멘트,4738663 ,29374 ,2013,산업
2012,,한일시멘트 주식회사,시멘트,4459912 ,26422 ,2012,산업
2011,,한일시멘트 주식회사,시멘트,4683017 ,26410 ,2011,산업
2020,할당,한일제관(주),산업,70776 ,1425 ,2020,산업
2019,할당,한일제관(주),기계,71704 ,1435 ,2019,산업
2018,할당,한일제관(주),기계,70033 ,1419 ,2018,산업
2017,할당,한일제관(주),기계,69465 ,1412 ,2017,산업
2016,,한일제관(주),기계,73584 ,1497 ,2016,산업
2015,,한일제관(주),기계,72569 ,1476 ,2015,산업
2014,,한일제관(주),기계,75705 ,1539 ,2014,산업
2013,,한일제관(주),기계,74955 ,1524 ,2013,산업
2012,,한일제관(주),기계,69386 ,1410 ,2012,산업
2011,,한일제관(주),기계,70085 ,1355 ,2011,산업
2020,목표,한일캔 주식회사,기계,17069 ,347 ,2020,산업
2019,목표,한일캔 주식회사,기계,17221 ,350 ,2019,산업
2020,할당,한일현대시멘트 주식회사,산업,3327048 ,20077 ,2020,산업
2019,할당,한일현대시멘트 주식회사,시멘트,3891505 ,22991 ,2019,산업
2018,할당,한일현대시멘트 주식회사,시멘트,3519382 ,19839 ,2018,산업
2017,할당,한일현대시멘트 주식회사,시멘트,3707662 ,20696 ,2017,산업
2020,목표,한일화학공업(주),석유화학,14037 ,273 ,2020,산업
2019,목표,한일화학공업(주),석유화학,15025 ,296 ,2019,산업
2018,목표,한일화학공업(주),석유화학,15955 ,314 ,2018,산업
2017,목표,한일화학공업(주),석유화학,17641 ,347 ,2017,산업
2016,,한일화학공업(주),석유화학,17937 ,354 ,2016,산업
2015,,한일화학공업(주),석유화학,18263 ,362 ,2015,산업
2014,,한일화학공업(주),석유화학,18181 ,359 ,2014,산업
2018,목표,한주금속(주),자동차,15912 ,320 ,2018,산업
2017,목표,한주금속(주),자동차,18082 ,364 ,2017,산업
2016,,한주금속(주),자동차,18349 ,369 ,2016,산업
2015,,한주금속(주),자동차,17309 ,348 ,2015,산업
2014,,한주금속(주),자동차,17748 ,357 ,2014,산업
2020,목표,한주금속(주) 본사,비철금속,12961 ,261 ,2020,산업
2019,목표,한주금속(주) 본사,자동차,14635 ,295 ,2019,산업
2020,목표,한주금속(주) 엔진공장,비철금속,17217 ,347 ,2020,산업
2020,목표,한진중공업(주),조선,10754 ,208 ,2020,산업
2019,목표,한진중공업(주),조선,12398 ,228 ,2019,산업
2018,목표,한진중공업(주),조선,14817 ,274 ,2018,산업
2017,목표,한진중공업(주),조선,15992 ,281 ,2017,산업
2013,,한진중공업(주),조선,10685 ,202 ,2013,산업
2012,,한진중공업(주),조선,9309 ,176 ,2012,산업
2020,할당,한화솔루션 주식회사,산업,2400795 ,46529 ,2020,산업
2020,할당,한화에너지주식회사,발전에너지,4453995 ,52610 ,2020,발전에너지
2019,할당,한화에너지주식회사,산업,4683584 ,55314 ,2019,산업
2018,할당,한화에너지주식회사,산업,4708915 ,55552 ,2018,산업
2017,할당,한화에너지주식회사,산업,4313335 ,47569 ,2017,산업
2016,,한화에너지주식회사,산업,4068243 ,46550 ,2016,산업
2015,,한화에너지주식회사,산업,4104503 ,45056 ,2015,산업
2014,,한화에너지주식회사,산업,3868300 ,41998 ,2014,산업
2013,,한화에너지주식회사,산업,3728627 ,40435 ,2013,산업
2012,,한화에너지주식회사,발전에너지,3597655 ,39246 ,2012,발전에너지
2020,목표,한화에어로스페이스(주),기계,24091 ,486 ,2020,산업
2019,목표,한화에어로스페이스(주),기계,25802 ,519 ,2019,산업
2018,목표,한화에어로스페이스(주),기계,24581 ,495 ,2018,산업
2017,목표,한화에어로스페이스(주),기계,23176 ,465 ,2017,산업
2017,할당,한화엘앤씨(주),석유화학,33409 ,674 ,2017,산업
2016,,한화엘앤씨(주),석유화학,30435 ,614 ,2016,산업
2015,,한화엘앤씨(주),석유화학,29887 ,604 ,2015,산업
2014,,한화엘앤씨(주),석유화학,29239 ,590 ,2014,산업
2013,,한화엘앤씨(주),석유화학,29203 ,588 ,2013,산업
2011,,한화엘앤씨(주),석유화학,31555 ,611 ,2011,산업
2012,,한화엘앤씨(주) ,석유화학,28306 ,570 ,2012,산업
2020,할당,한화종합화학 주식회사,산업,466333 ,8113 ,2020,산업
2019,할당,한화종합화학 주식회사,석유화학,455267 ,7766 ,2019,산업
2018,할당,한화종합화학 주식회사,석유화학,415881 ,7125 ,2018,산업
2017,할당,한화종합화학 주식회사,석유화학,428640 ,7217 ,2017,산업
2016,,한화종합화학 주식회사,석유화학,416956 ,7108 ,2016,산업
2015,,한화종합화학 주식회사,석유화학,514142 ,8820 ,2015,산업
2014,,한화종합화학 주식회사,석유화학,561368 ,9618 ,2014,산업
2013,,한화종합화학 주식회사,석유화학,589217 ,10019 ,2013,산업
2012,,한화종합화학 주식회사,석유화학,483319 ,8213 ,2012,산업
2011,,한화종합화학 주식회사,석유화학,457523 ,7507 ,2011,산업
2017,할당,한화첨단소재 주식회사,석유화학,29295 ,568 ,2017,산업
2016,,한화첨단소재 주식회사,석유화학,31325 ,614 ,2016,산업
2015,,한화첨단소재 주식회사,석유화학,31174 ,608 ,2015,산업
2014,,한화첨단소재 주식회사,석유화학,28796 ,559 ,2014,산업
2013,,한화첨단소재 주식회사,석유화학,25098 ,475 ,2013,산업
2019,할당,한화케미칼 주식회사,석유화학,2700861 ,51872 ,2019,산업
2018,할당,한화케미칼 주식회사,석유화학,2656698 ,51966 ,2018,산업
2017,할당,한화케미칼 주식회사,석유화학,2703988 ,52977 ,2017,산업
2016,,한화케미칼 주식회사,석유화학,2392822 ,47433 ,2016,산업
2015,,한화케미칼 주식회사,석유화학,2350833 ,46555 ,2015,산업
2014,,한화케미칼 주식회사,석유화학,2267584 ,49557 ,2014,산업
2013,,한화케미칼 주식회사,석유화학,1958731 ,38736 ,2013,산업
2012,,한화케미칼 주식회사,석유화학,1946273 ,37595 ,2012,산업
2011,,한화케미칼 주식회사,석유화학,2102677 ,39223 ,2011,산업
2018,할당,한화큐셀앤드첨단소재 주식회사,석유화학,165205 ,3370 ,2018,산업
2017,목표,한화큐셀코리아(주) 진천사업장,반도체.디스플레이.전기전자,83761 ,1718 ,2017,산업
2016,,한화테크윈(주),기계,25144 ,496 ,2016,산업
2015,,한화테크윈(주),기계,22018 ,435 ,2015,산업
2014,,한화테크윈(주),기계,21719 ,436 ,2014,산업
2013,,한화테크윈(주),기계,70898 ,1406 ,2013,산업
2012,,한화테크윈(주),기계,74602 ,1551 ,2012,산업
2020,할당,한화토탈 주식회사,산업,4801448 ,106417 ,2020,산업
2019,할당,한화토탈 주식회사,석유화학,4239135 ,94840 ,2019,산업
2018,할당,한화토탈 주식회사,석유화학,4414392 ,99538 ,2018,산업
2017,할당,한화토탈 주식회사,석유화학,4322205 ,97451 ,2017,산업
2016,,한화토탈 주식회사,석유화학,4438781 ,95216 ,2016,산업
2015,,한화토탈 주식회사,석유화학,4267574 ,90215 ,2015,산업
2014,,한화토탈 주식회사,석유화학,4034385 ,83212 ,2014,산업
2013,,한화토탈 주식회사,석유화학,3295390 ,68175 ,2013,산업
2012,,한화토탈 주식회사,석유화학,2996776 ,66107 ,2012,산업
2011,,한화토탈 주식회사,석유화학,2929426 ,60483 ,2011,산업
2020,목표,한화호텔앤드리조트(주),건물,54982 ,1076 ,2020,건물
2019,목표,한화호텔앤드리조트(주),건물,74888 ,1432 ,2019,건물
2018,목표,한화호텔앤드리조트(주),건물,80518 ,1502 ,2018,건물
2017,목표,한화호텔앤드리조트(주),건물,77271 ,1432 ,2017,건물
2016,,한화호텔앤드리조트(주),건물,75317 ,1386 ,2016,건물
2015,,한화호텔앤드리조트(주),건물,77707 ,1440 ,2015,건물
2014,,한화호텔앤드리조트(주),건물,75825 ,1405 ,2014,건물
2013,,한화화인케미칼(주),석유화학,80941 ,1252 ,2013,산업
2012,,한화화인케미칼(주),석유화학,125334 ,2002 ,2012,산업
2011,,한화화인케미칼(주),석유화학,101277 ,1572 ,2011,산업
2020,할당,한황산업주식회사,산업,24893 ,463 ,2020,산업
2019,할당,한황산업주식회사,자동차,29920 ,555 ,2019,산업
2018,할당,한황산업주식회사,자동차,30791 ,570 ,2018,산업
2017,할당,한황산업주식회사,철강,29628 ,549 ,2017,산업
2016,,한황산업주식회사,철강,27980 ,519 ,2016,산업
2015,,한황산업주식회사,철강,29510 ,546 ,2015,산업
2014,,한황산업주식회사,철강,31306 ,576 ,2014,산업
2013,,한황산업주식회사,철강,30364 ,556 ,2013,산업
2012,,한황산업주식회사,철강,30990 ,570 ,2012,산업
2011,,한황산업주식회사,철강,33503 ,577 ,2011,산업
2020,할당,해성디에스 주식회사,산업,54637 ,1225 ,2020,산업
2019,할당,해성디에스 주식회사,반도체.디스플레이.전기전자,48140 ,1066 ,2019,산업
2018,할당,해성디에스 주식회사,반도체.디스플레이.전기전자,43521 ,968 ,2018,산업
2017,할당,해성디에스 주식회사,반도체.디스플레이.전기전자,39375 ,870 ,2017,산업
2016,,해성디에스 주식회사,반도체.디스플레이.전기전자,35322 ,783 ,2016,산업
2015,,해성디에스 주식회사,반도체.디스플레이.전기전자,30666 ,693 ,2015,산업
2014,,해성디에스 주식회사,반도체.디스플레이.전기전자,29070 ,654 ,2014,산업
2013,,해성디에스 주식회사,반도체.디스플레이.전기전자,29117 ,643 ,2013,산업
2019,할당,해성산업 주식회사,제지,201719 ,5483 ,2019,산업
2020,목표,해태에이치티비(주) 천안공장,음식료품,24795 ,448 ,2020,산업
2019,목표,해태에이치티비(주) 천안공장,음식료품,24537 ,452 ,2019,산업
2018,목표,해태에이치티비(주) 천안공장,음식료품,24673 ,441 ,2018,산업
2020,할당,핸즈식스주식회사,산업,73989 ,1497 ,2020,산업
2019,할당,핸즈식스주식회사,자동차,75866 ,1535 ,2019,산업
2018,할당,핸즈식스주식회사,자동차,65209 ,1320 ,2018,산업
2017,목표,핸즈식스주식회사,자동차,67712 ,1370 ,2017,산업
2016,,핸즈식스주식회사,자동차,65051 ,1316 ,2016,산업
2020,할당,핸즈코퍼레이션주식회사,산업,87011 ,1750 ,2020,산업
2019,할당,핸즈코퍼레이션주식회사,자동차,99878 ,2011 ,2019,산업
2018,할당,핸즈코퍼레이션주식회사,자동차,103738 ,2087 ,2018,산업
2017,할당,핸즈코퍼레이션주식회사,자동차,113490 ,2281 ,2017,산업
2016,,핸즈코퍼레이션주식회사,자동차,114800 ,2309 ,2016,산업
2015,,핸즈코퍼레이션주식회사,자동차,110601 ,2222 ,2015,산업
2014,,핸즈코퍼레이션주식회사,자동차,111108 ,2232 ,2014,산업
2013,,핸즈코퍼레이션주식회사,자동차,108732 ,2183 ,2013,산업
2012,,핸즈코퍼레이션주식회사,자동차,98951 ,1990 ,2012,산업
2011,,핸즈코퍼레이션주식회사,자동차,91563 ,1775 ,2011,산업
2016,,현대EP(주),석유화학,24843 ,482 ,2016,산업
2015,,현대EP(주),석유화학,23894 ,453 ,2015,산업
2014,,현대EP(주),석유화학,22155 ,429 ,2014,산업
2020,목표,현대건설(주),건설,75647 ,1496 ,2020,산업
2019,목표,현대건설(주),건설,73623 ,1445 ,2019,산업
2018,목표,현대건설(주),건설,73278 ,1408 ,2018,산업
2017,목표,현대건설(주),건설,71880 ,1356 ,2017,산업
2016,,현대건설(주),건설,74174 ,1447 ,2016,산업
2015,,현대건설(주),건설,73923 ,1396 ,2015,산업
2014,,현대건설(주),건설,66153 ,1278 ,2014,산업
2020,할당,현대건설기계(주),산업,14753 ,271 ,2020,산업
2019,할당,현대건설기계(주),기계,15579 ,282 ,2019,산업
2018,할당,현대건설기계(주),산업,21784 ,405 ,2018,산업
2020,할당,현대그린파워 주식회사,발전에너지,17 ,0 ,2020,발전에너지
2019,할당,현대그린파워 주식회사,발전에너지,23 ,0 ,2019,발전에너지
2018,할당,현대그린파워 주식회사,발전에너지,10783311 ,50564 ,2018,발전에너지
2017,할당,현대그린파워 주식회사,발전에너지,11093258 ,50180 ,2017,발전에너지
2016,,현대그린파워 주식회사,발전에너지,10456523 ,49445 ,2016,발전에너지
2015,,현대그린파워 주식회사,발전에너지,10912754 ,51288 ,2015,발전에너지
2014,,현대그린파워 주식회사,발전에너지,12150067 ,57911 ,2014,발전에너지
2013,,현대그린파워 주식회사,발전에너지,8333187 ,41654 ,2013,발전에너지
2012,,현대그린파워 주식회사,발전에너지,7478881 ,36190 ,2012,발전에너지
2020,목표,현대글로비스(주),교통(화물),79348 ,1191 ,2020,수송
2019,목표,현대글로비스(주),교통(화물),77723 ,1161 ,2019,수송
2018,목표,현대글로비스(주),교통(화물),80532 ,1202 ,2018,수송
2017,목표,현대글로비스(주),교통(화물),78897 ,1169 ,2017,수송
2016,,현대글로비스(주),교통(화물),77359 ,1140 ,2016,수송
2015,,현대글로비스(주),교통(화물),78000 ,1145 ,2015,수송
2014,,현대글로비스(주),교통(화물),71831 ,1056 ,2014,수송
2017,할당,현대다이모스(주),자동차,45539 ,930 ,2017,산업
2016,,현대다이모스(주),자동차,50705 ,1035 ,2016,산업
2015,,현대다이모스(주),자동차,45018 ,919 ,2015,산업
2014,,현대다이모스(주),자동차,37999 ,773 ,2014,산업
2013,,현대다이모스(주),자동차,33099 ,672 ,2013,산업
2012,,현대다이모스(주),자동차,31714 ,644 ,2012,산업
2011,,현대다이모스(주),자동차,35426 ,686 ,2011,산업
2020,목표,현대로템 주식회사 창원공장,기계,21788 ,435 ,2020,산업
2019,목표,현대로템 주식회사 창원공장,기계,20308 ,405 ,2019,산업
2018,목표,현대로템 주식회사 창원공장,기계,18738 ,373 ,2018,산업
2017,목표,현대로템 주식회사 창원공장,기계,17250 ,343 ,2017,산업
2016,,현대로템 주식회사 창원공장,기계,20269 ,403 ,2016,산업
2015,,현대로템 주식회사 창원공장,기계,21081 ,418 ,2015,산업
2014,,현대로템 주식회사 창원공장,기계,23290 ,458 ,2014,산업
2013,,현대로템 주식회사 창원공장,기계,20913 ,416 ,2013,산업
2012,,현대로템 주식회사 창원공장,기계,22023 ,437 ,2012,산업
2011,,현대로템 주식회사 창원공장,기계,24493 ,467 ,2011,산업
2013,,현대메티아(주),철강,97718 ,1732 ,2013,산업
2012,,현대메티아(주),철강,100280 ,1768 ,2012,산업
2011,,현대메티아(주),철강,101587 ,1690 ,2011,산업
2020,할당,현대모비스(주),산업,163165 ,3308 ,2020,산업
2019,목표,현대모비스(주),자동차,155945 ,3163 ,2019,산업
2018,목표,현대모비스(주),자동차,143476 ,2908 ,2018,산업
2017,목표,현대모비스(주),자동차,135998 ,2755 ,2017,산업
2016,,현대모비스(주),자동차,119628 ,2419 ,2016,산업
2015,,현대모비스(주),자동차,112350 ,2268 ,2015,산업
2014,,현대모비스(주),자동차,105238 ,2124 ,2014,산업
2020,할당,현대미포조선,산업,148352 ,2686 ,2020,산업
2019,할당,현대미포조선,조선,155864 ,2842 ,2019,산업
2018,할당,현대미포조선,조선,146381 ,2726 ,2018,산업
2017,할당,현대미포조선,조선,118813 ,2205 ,2017,산업
2016,,현대미포조선,조선,165173 ,3051 ,2016,산업
2015,,현대미포조선,조선,213988 ,3920 ,2015,산업
2014,,현대미포조선,조선,223148 ,4086 ,2014,산업
2013,,현대미포조선,조선,192724 ,3510 ,2013,산업
2012,,현대미포조선,조선,181729 ,3284 ,2012,산업
2011,,현대미포조선,조선,169697 ,2920 ,2011,산업
2020,할당,현대비앤지스틸(주),산업,78295 ,1591 ,2020,산업
2019,할당,현대비앤지스틸(주),철강,74737 ,1518 ,2019,산업
2018,할당,현대비앤지스틸(주),철강,77175 ,1567 ,2018,산업
2017,할당,현대비앤지스틸(주),철강,83964 ,1706 ,2017,산업
2016,,현대비앤지스틸(주),철강,82377 ,1674 ,2016,산업
2015,,현대비앤지스틸(주),철강,83937 ,1705 ,2015,산업
2014,,현대비앤지스틸(주),철강,85626 ,1740 ,2014,산업
2013,,현대비앤지스틸(주),철강,85465 ,1738 ,2013,산업
2012,,현대비앤지스틸(주),철강,88674 ,1801 ,2012,산업
2011,,현대비앤지스틸(주),철강,90644 ,1754 ,2011,산업
2020,할당,현대삼호중공업 주식회사,산업,253440 ,4347 ,2020,산업
2019,할당,현대삼호중공업 주식회사,조선,240687 ,4059 ,2019,산업
2018,할당,현대삼호중공업 주식회사,조선,207497 ,3607 ,2018,산업
2017,할당,현대삼호중공업 주식회사,조선,189336 ,3263 ,2017,산업
2016,,현대삼호중공업 주식회사,조선,261137 ,4648 ,2016,산업
2015,,현대삼호중공업 주식회사,조선,239725 ,4203 ,2015,산업
2014,,현대삼호중공업 주식회사,조선,222031 ,3957 ,2014,산업
2013,,현대삼호중공업 주식회사,조선,179026 ,3194 ,2013,산업
2012,,현대삼호중공업 주식회사,조선,223101 ,3828 ,2012,산업
2011,,현대삼호중공업(주),조선,226764 ,3671 ,2011,산업
2020,할당,현대석회(주),산업,88867 ,254 ,2020,산업
2019,할당,현대석회(주),시멘트,104420 ,279 ,2019,산업
2018,할당,현대석회(주),시멘트,110604 ,290 ,2018,산업
2017,할당,현대석회(주),시멘트,103848 ,271 ,2017,산업
2016,,현대석회(주),시멘트,99768 ,265 ,2016,산업
2015,,현대석회(주),시멘트,97021 ,250 ,2015,산업
2014,,현대석회(주),시멘트,99856 ,263 ,2014,산업
2013,,현대석회(주),시멘트,105079 ,310 ,2013,산업
2012,,현대석회(주),시멘트,98212 ,302 ,2012,산업
2011,,현대석회(주),시멘트,102350 ,323 ,2011,산업
2018,할당,현대성우메탈 주식회사,자동차,89644 ,1807 ,2018,산업
2017,할당,현대성우메탈 주식회사,자동차,90037 ,1815 ,2017,산업
2016,,현대성우메탈 주식회사,자동차,90462 ,1824 ,2016,산업
2015,,현대성우메탈 주식회사,자동차,91173 ,1837 ,2015,산업
2014,,현대성우메탈 주식회사,자동차,85407 ,1721 ,2014,산업
2020,할당,현대성우쏠라이트 주식회사,산업,37602 ,766 ,2020,산업
2019,할당,현대성우쏠라이트 주식회사,반도체.디스플레이.전기전자,38632 ,787 ,2019,산업
2018,할당,현대성우쏠라이트 주식회사,반도체.디스플레이.전기전자,38837 ,791 ,2018,산업
2017,할당,현대성우쏠라이트 주식회사,반도체.디스플레이.전기전자,39892 ,812 ,2017,산업
2016,,현대성우쏠라이트 주식회사,반도체.디스플레이.전기전자,39439 ,803 ,2016,산업
2015,,현대성우쏠라이트 주식회사,반도체.디스플레이.전기전자,39006 ,794 ,2015,산업
2014,,현대성우쏠라이트 주식회사,반도체.디스플레이.전기전자,38512 ,784 ,2014,산업
2020,할당,현대성우캐스팅 주식회사,산업,176332 ,3402 ,2020,산업
2019,할당,현대성우캐스팅 주식회사,철강,201678 ,3885 ,2019,산업
2018,할당,현대성우캐스팅 주식회사,철강,106987 ,1980 ,2018,산업
2017,할당,현대성우캐스팅 주식회사,철강,104771 ,1942 ,2017,산업
2016,,현대성우캐스팅 주식회사,자동차,85902 ,1763 ,2016,산업
2015,,현대성우캐스팅 주식회사,자동차,93658 ,1923 ,2015,산업
2014,,현대성우캐스팅 주식회사,자동차,92101 ,1891 ,2014,산업
2017,할당,현대성우홀딩스 주식회사,자동차,437 ,8 ,2017,산업
2016,,현대성우홀딩스 주식회사,자동차,425 ,8 ,2016,산업
2015,,현대성우홀딩스 주식회사,자동차,480 ,9 ,2015,산업
2014,,현대성우홀딩스 주식회사,자동차,439 ,8 ,2014,산업
2013,,현대성우홀딩스 주식회사,자동차,356 ,7 ,2013,산업
